,County,Baseline_R,Baseline_D,2022_SSe_D,2022_SSe_R,2022_Sen_D,2022_Sen_R,2022_Sen_O,2022_Sup_D,2022_Sup_R,2022_Sos_D,2022_Sos_R,2022_LtG_D,2022_LtG_R,2022_Lab_D,2022_Lab_R,2022_Ins_D,2022_Ins_R,2022_Gov_D,2022_Gov_R,2022_Gov_O,2022_Ag_D,2022_Ag_R,2022_Ag_O,2021_Psc_D,2021_Psc_R,2021_Sen_D,2021_Sen_R,2018_SPs_D,2018_SPs_R,2018_SSo_D,2018_SSo_R,2018_Sup_D,2018_Sup_R,2018_LtG_D,2018_LtG_R,2018_Gov_D,2018_Gov_R,2018_Ag_D,2018_Ag_R,2020_Hou_D,2020_Hou_R,2020_Pre_D,2020_Pre_R,2020_Sen_D,2020_Sen_R,2020_Psc_D,2020_Psc_R,2016_Psc_D,2016_Psc_R,2016_Sen_D,2016_Sen_R,2016_Pre_D,2016_Pre_R,2014_Psc_D,2014_Psc_R,2014_Psc_O,2014_Sen_D,2014_Sen_R,2014_Sen_O,2014_Sos_D,2014_Sos_R,2014_LtG_D,2014_LtG_R,2014_Ins_D,2014_Ins_R,2014_Ins_O,2014_Gov_D,2014_Gov_R,2014_Gov_O,2014_Ag_D,2014_Ag_R,2014_Agr_D,2014_Agr_R,2012_Psc_D,2012_Psc_R,2012_Pre_D,2012_Pre_R,2010_Ag_D,2010_Ag_R,2010_Ag_O,2010_LtG_D,2010_LtG_R,2010_Gov_D,2010_Gov_R,2010_Gov_O,2010_Sen_D,2010_Sen_R,2008_Pre_D,2008_Pre_R,2008_Sen_D,2008_Sen_R,2008_Psc_D,2008_Psc_R,2008_Hou_D,2008_Hou_R,2006_Gov_D,2006_Gov_R,2006_LtG_D,2006_LtG_R,2006_Sos_D,2006_Sos_R,2006_Agr_D,2006_Agr_R,2006_Ins_D,2006_Ins_R,2006_Sup_D,2006_Sup_R,2006_Psc_D,2006_Psc_R,2024_Gue_D,2024_Gue_R,2028_Gue_D,2028_Gue_R,Baseline_O,Population 2020,VAP,Number of Households,Percent White VAP,Percent Black VAP,Percent Asian VAP,Percent Native VAP,Percent Latino VAP,Percent High School Attainment,Percent Bachelors Attainment,Percent Graduate Attainment,Percent Senior VAP,Percent Income <25k Households,Percent Income 25-50k Households,Percent Income 50-100k Households,Percent Income 100-200k Households,Percent Income >200k Households,Population Density (Per Square KM)
83,Jones,11002,4714.0,3745,7502,3991,8090,191,3631,8569,3513,8314,3639,8413,3647,8327,3654,8522,3657,8583,51,3781,8322,108,4298,8880,4535,8803,1826,3384,1889,3366,3786,8430,3833,8114,3939,8439,3956,8246,4604,10032,4888,9965,4688,9855,8931,19417,2396,8742,3482,8126,3962,8305,2700,5067,266,3018,4982,146,2716,5330,2709,5340,2718,5094,193,3101,4829,127,2829,5195,2740,5255,4005,7735,4274,7745,3401,4892,235,3467,4898,3376,4905,298,2890,5481,1505,3360,1673,2956,1668,2677,2617,2190,2084,3257,2174,3173,2156,3017,3406,1970,1599,3887,1710,3557,1956,3234,4664,10189,4422,10431,323.0,28347,21575,10577,0.7187485515643105,0.24125144843568946,0.005330243337195829,0.0019466975666280416,0.01399768250289687,0.8305446118192352,0.16004634994206257,0.05297798377752028,0.23332560834298957,0.20242034603384704,0.2159402477072894,0.30547414200623996,0.24042734234660113,0.032712489363713716,0.0277826782395973
84,Lamar,7527,2596.0,2008,4910,2139,5416,158,1944,5711,1848,5496,1941,5569,1905,5570,1953,5679,1963,5736,30,1982,5562,115,2313,5590,2428,5558,855,2064,819,2114,2088,5128,2030,4919,2194,5106,2214,4999,2447,6366,2615,6329,2511,6280,4855,12281,1493,5274,2003,4930,2270,5190,1543,3197,195,1699,3196,105,1568,3367,1505,3424,1538,3253,140,1714,3144,98,1623,3305,1484,3437,2162,4782,2601,4899,1752,3064,168,1682,3180,1705,3161,177,1472,3350,1019,1974,1090,1730,1104,1594,990,1858,1171,2250,1324,2092,1285,2012,1986,1400,1021,2443,1073,2240,1183,2080,2408,6536,2177,6767,249.0,18500,14541,6844,0.6833092634619352,0.2674506567636339,0.0063269376246475485,0.0014441922838869404,0.022213052747403893,0.7591637438965684,0.15390963482566536,0.07599202255690805,0.2214428168626642,0.22399181765049678,0.2250146113383986,0.320426651081239,0.1946230274693162,0.029222676797194622,0.03892671677341705
85,Lanier,2689,979.0,701,1753,725,1861,16,657,1934,606,1872,669,1878,653,1893,657,1929,691,1933,2,669,1886,16,881,2112,910,2127,190,512,186,518,713,1871,677,1811,762,1911,738,1831,927,2515,1019,2510,944,2482,1624,5079,462,2034,660,1791,805,1984,482,883,36,506,878,21,493,949,480,937,465,895,36,543,846,24,496,938,467,948,883,1749,1113,1820,656,920,29,569,1000,765,857,28,531,1036,471,912,462,820,583,607,457,838,481,522,476,487,485,449,623,347,374,600,355,611,446,491,966,2563,839,2690,54.0,9877,7326,3522,0.7014742014742015,0.21799071799071798,0.009555009555009555,0.0036855036855036856,0.050505050505050504,0.7787332787332787,0.15902265902265902,0.04954954954954955,0.1773136773136773,0.3370244179443498,0.2992617830777967,0.23026689381033505,0.11158432708688246,0.0073821692220329355,0.01940311408488887
86,Laurens,15416,7588.0,6059,11354,6284,12072,63,5826,12457,5558,12166,5816,12209,5776,12232,5868,12401,5972,12508,6,5955,12208,71,7128,12878,7434,12805,2394,5081,2532,5006,6124,12344,6020,11884,6375,12483,6341,12054,7647,14515,8073,14493,7697,14362,15004,28138,3664,13172,5562,12448,6751,12410,4403,8024,261,4877,7912,109,4478,8284,4395,8347,4397,8054,196,4896,7732,171,4622,8126,4426,8289,7023,11467,7513,11949,5210,7681,196,7469,5921,5055,7987,345,4320,8748,4041,7519,4257,6633,4309,5690,6220,4892,3451,4943,3578,4748,3525,4530,4459,3910,2712,5717,2755,5534,3125,4943,7822,14744,7622,14944,274.0,49570,37734,17580,0.5938941008109397,0.35106270207240153,0.010786028515397254,0.00209360258652674,0.02446069857423014,0.7688026713308952,0.14795674988074414,0.07171251391318174,0.23363544813695872,0.325028441410694,0.24448236632536974,0.24556313993174061,0.14237770193401592,0.029351535836177476,0.023706451292018333
87,Lee,12412,4857.0,3563,8743,3779,9534,221,3354,10144,3253,9815,3402,9843,3376,9837,3417,10051,3412,10094,75,3452,9936,134,4039,10762,4245,10660,1225,3384,1283,3365,3192,10173,3179,9846,3359,10123,3381,9953,5138,11338,4563,12011,4429,11867,8252,23581,2075,11005,2879,10310,3173,10651,1927,6613,278,2135,6637,148,1938,6917,1929,6927,1932,6701,192,2218,6416,219,2052,6778,2010,6797,3147,10122,3197,10315,4532,4736,181,2433,6731,2458,6684,276,2002,7161,1426,5221,1694,4616,1647,4409,2607,3875,1972,3713,1700,3961,1645,3903,2742,2918,1160,4565,1199,4404,1476,4058,4993,11581,5428,11146,342.0,33163,24676,11847,0.7092316420813746,0.21725563300372833,0.02516615334738207,0.002715188847463122,0.024436699627168098,0.8071810666234398,0.2689657967255633,0.09576106338142325,0.17543361971146054,0.12019920655018149,0.16932556765425846,0.3888748206296953,0.2772853887060015,0.04456824512534819,0.03597869247293163
88,Liberty,9081,13319.0,9210,5021,9615,5490,247,9162,6044,8850,6012,9018,5832,9047,5730,9199,5988,9235,6068,74,9220,5782,226,11595,6509,11874,6456,3780,1900,3902,1837,9468,5678,9304,5414,9695,5556,9543,5550,12689,8240,13098,7959,12738,7742,24577,15169,5593,7885,8146,6496,9556,6134,5284,3306,310,5621,3259,126,5328,3609,5348,3570,5353,3322,237,5394,3330,149,5347,3555,5273,3564,8725,6662,10458,5565,5964,3530,305,5666,3939,5975,3528,372,5260,4365,3790,2928,3718,2486,3551,2320,2857,3623,3203,2924,3437,2587,3447,2356,4358,1606,2861,3207,3068,2976,3287,2504,12943,8114,12848,8209,500.0,65256,48014,23233,0.42356396051151746,0.4202315991169242,0.02430541092181447,0.005019369350606073,0.10894739034448286,0.7353480234931479,0.16218186362310993,0.04815262215187237,0.13329445578372975,0.2025567081306762,0.287694228037705,0.33745103946971977,0.15413420565574829,0.014160891834890027,0.04878460865632254
89,Lincoln,3500,1311.0,1044,2660,1078,2848,28,995,2936,953,2832,963,2898,979,2885,998,2923,992,2965,4,1010,2887,24,1266,2903,1317,2903,567,1368,621,1344,1148,2737,1109,2679,1188,2756,1174,2702,1345,3171,1435,3178,1371,3139,2639,6128,664,2784,1098,2672,1272,2759,837,1727,89,894,1721,60,872,1798,853,1823,847,1727,79,901,1704,59,852,1808,854,1801,1328,2677,1585,2807,1195,1872,81,1049,2022,1216,1932,111,970,2166,523,1017,540,900,586,792,533,933,545,1185,588,1093,608,1003,1050,649,504,1180,500,1169,554,1067,1339,3274,1229,3384,99.0,7690,6270,2965,0.6917065390749602,0.26778309409888357,0.003189792663476874,0.002711323763955343,0.00861244019138756,0.7559808612440191,0.12089314194577352,0.03125996810207336,0.2974481658692185,0.28229342327150087,0.2900505902192243,0.24080944350758854,0.1612141652613828,0.011467116357504217,0.014112966127046059
90,Long,4407,2427.0,1472,2444,1547,2759,87,1466,2900,1372,2849,1428,2809,1411,2824,1451,2901,1443,2944,26,1462,2836,65,1740,2829,1803,2836,449,721,477,703,1337,2563,1328,2476,1371,2592,1375,2483,1936,3554,2034,3529,2029,3389,3779,6683,871,2661,1152,2524,1360,2626,728,1270,98,824,1258,64,753,1371,735,1382,753,1260,80,833,1233,62,765,1351,754,1339,1277,2064,1442,2306,729,986,61,673,1077,677,1066,67,557,1200,620,1231,713,1011,700,897,456,1321,489,804,485,772,505,693,807,451,402,879,404,844,452,761,2045,3518,2086,3477,199.0,16168,11234,5294,0.5932882321523946,0.2546733131564892,0.012373152928609578,0.008278440448638062,0.10922200462880541,0.7750578600676518,0.13183193875734378,0.06400213637172868,0.1278262417660673,0.24518322629391764,0.2230827351718927,0.3039289761994711,0.21609369097091047,0.006044578768417076,0.01559121846413769
91,Lowndes,27696,19070.0,13126,18447,13850,20212,486,13084,21366,12248,21129,13100,20758,12967,20726,13106,21281,13275,21255,127,13172,20867,372,16979,22511,17381,22455,4249,6353,4261,6384,14344,20853,14103,20056,15023,20487,14632,20513,18942,26200,20117,25690,19124,25619,36614,51166,9246,23789,13087,20802,15064,21635,8267,12338,677,8672,12513,166,8383,12979,8437,12867,8349,12429,443,9079,11801,281,8482,12849,8203,13071,14889,22059,17469,21327,9844,12921,547,9055,13611,10115,12715,605,8668,13782,6751,10432,6383,9536,6986,8209,6715,9610,6416,7907,6271,7807,6206,7527,7994,6128,5320,8932,5027,9064,5797,7910,19971,25836,19024,26783,801.0,118251,89031,43296,0.5433276049915198,0.3606833574822253,0.01743213038155249,0.004212016039357078,0.058417854455189766,0.7029910929900821,0.2148914423066123,0.08318450876660938,0.1673462052543496,0.30164449371766444,0.20290558019216556,0.2938608647450111,0.16414911308203992,0.0319660014781966,0.09182061858231717
92,Lumpkin,14220,2774.0,2339,9005,2539,9765,369,2129,10444,1967,9945,2243,10080,2084,10104,2123,10434,2070,10526,131,2260,10132,248,2670,10914,2869,10832,953,3351,933,3392,2123,9214,2214,9021,2228,9158,2301,9048,2961,12195,3126,12164,2926,11941,5349,23502,2136,9422,1955,9198,2219,9620,1364,5635,539,1642,5824,233,1463,6088,1396,6228,1400,5808,357,1642,5754,260,1523,6034,1407,6152,1870,7818,2055,8647,1704,5848,430,1603,6105,1529,6086,504,1339,6401,1094,3975,1309,3348,1219,3138,1149,3757,1151,3398,1237,3309,1285,3094,2485,2098,1060,3667,956,3365,1251,3080,3088,12202,2982,12308,703.0,33488,27689,11090,0.8965293076673047,0.01325436093755643,0.008451009426125899,0.00570623713387988,0.04857524648777493,0.6615984687059844,0.24479034995846727,0.0925277185886092,0.21152804362743327,0.22876465284039676,0.1884580703336339,0.31974752028854825,0.2138863841298467,0.04102795311091073,0.04569725568111263
93,McDuffie,6365,3959.0,2993,4717,3103,5067,116,2959,5270,2822,5152,2915,5188,2905,5184,2954,5263,2979,5283,22,3001,5165,54,3635,5488,3752,5480,1433,2514,1521,2475,3308,5337,3152,5176,3426,5322,3378,5231,3985,6243,4168,6169,3969,6198,7750,12109,1997,5891,3045,5252,3699,5432,2173,3633,171,2348,3612,78,2201,3818,2207,3797,2187,3679,98,2268,3557,132,2196,3806,2239,3755,3387,5460,4044,5475,2470,3586,118,2314,3693,2423,3591,175,2162,3888,1327,2180,1329,1953,1391,1811,1334,2027,1319,2643,1436,2474,1450,2357,2329,1605,1177,2787,1248,2659,1387,2465,4026,6311,3882,6455,175.0,21632,16615,8175,0.5692446584411677,0.3766476075835089,0.0036111947035811012,0.002708396027685826,0.03226000601865784,0.7372253987360818,0.13854950346072825,0.06379777309659945,0.2291904905206139,0.24281345565749235,0.25565749235474006,0.33345565749235473,0.15498470948012233,0.008318042813455658,0.03245143985262438
94,McIntosh,4648,2552.0,2015,3181,2048,3344,95,1886,3537,1778,3444,1857,3471,1852,3444,1877,3541,1922,3569,6,1916,3453,72,2300,3555,2417,3531,986,1414,1066,1359,1872,3249,2005,3117,2161,3218,2115,3155,2411,4085,2612,4016,2498,3967,4741,7707,1235,3727,1905,3421,2303,3487,1502,2150,136,1684,2092,86,1548,2279,1549,2257,1562,2125,96,1661,2086,89,1570,2241,1560,2219,2299,3405,2864,3409,2148,2215,180,2088,2295,2328,2131,161,1933,2526,1059,1252,1093,1055,1021,984,853,1387,1169,1488,1249,1351,1263,1252,1683,919,1035,1605,1005,1599,1171,1341,2444,4184,2313,4315,174.0,10975,9040,4572,0.6699115044247788,0.2815265486725664,0.0038716814159292035,0.003761061946902655,0.01836283185840708,0.8051991150442478,0.17533185840707965,0.05376106194690265,0.32820796460176993,0.28433945756780404,0.20866141732283464,0.33070866141732286,0.14151356080489938,0.01552930883639545,0.009823595964225103
95,Macon,1946,2689.0,2184,1360,2268,1459,11,2148,1548,2063,1539,2131,1518,2117,1514,2149,1527,2209,1552,4,2134,1517,12,2597,1580,2685,1591,1002,618,1027,625,2476,1570,2359,1522,2652,1556,2513,1524,2915,1613,2857,1783,2728,1787,5233,3344,1311,1841,2129,1678,2705,1539,1795,1042,45,1982,1017,16,1823,1098,1770,1138,1808,1036,23,1970,997,14,1815,1080,1798,1096,2516,1762,3210,1545,2064,1069,39,2069,1113,2123,1090,47,1922,1210,1532,570,1409,536,1307,475,1550,391,1181,735,1231,637,1190,613,1407,458,992,896,1051,815,1137,662,2634,2006,2487,2153,35.0,12082,9938,3914,0.34584423425236466,0.5986113906218555,0.013181726705574562,0.0027168444355001008,0.032400885490038236,0.6346347353592272,0.08814650835178105,0.03169651841416784,0.21724693097202658,0.42386305569749616,0.21793561573837505,0.2120592743995912,0.1027082268778743,0.01660705160960654,0.011643067980213915
96,Madison,12643,3568.0,2711,8694,2863,9352,262,2514,9917,2407,9522,2606,9591,2463,9664,2555,9836,2499,9955,36,2627,9651,153,2938,10104,3102,10101,1202,4171,1153,4228,2359,9104,2376,8807,2417,9181,2541,8869,3277,11263,3410,11327,3303,11135,6125,21843,1772,9176,2164,8828,2424,9201,1496,5567,360,1810,5553,220,1519,5987,1508,5988,1526,5686,279,1869,5432,243,1642,5788,1483,5990,2213,7715,2493,8443,1971,5261,275,1754,5562,1772,5490,356,1645,5747,1176,3504,1389,2950,1423,2677,1526,3031,1477,3296,1526,3210,1523,3033,2452,2355,1315,3575,1262,3319,1442,3131,3430,11307,3365,11372,494.0,30120,23112,10614,0.8165887850467289,0.09068881966078228,0.01639840775354794,0.0028556593977154725,0.05183454482519903,0.7358082381446868,0.18587746625129803,0.0861024575977847,0.22265489788854276,0.20661390616167327,0.273224043715847,0.30450348596193705,0.17345016016581874,0.0273224043715847,0.04119244750424643
97,Marion,2369,1154.0,1029,1654,1018,1749,65,937,1869,889,1817,924,1816,928,1800,941,1850,953,1868,2,956,1805,42,1173,1990,1217,1995,407,657,413,663,999,1859,950,1761,1037,1871,1057,1784,1475,2093,1311,2275,1267,2247,2423,4329,675,1997,1033,1845,1213,1921,905,1126,73,994,1144,16,947,1170,925,1175,911,1129,60,1025,1067,47,928,1177,925,1188,1278,1648,1413,1732,953,987,62,845,1123,884,1114,65,797,1187,655,1181,789,916,780,841,997,770,632,797,642,734,726,621,946,455,519,879,514,871,624,711,1181,2405,1005,2581,77.0,7498,5854,2880,0.6277758797403484,0.2816877348821319,0.007516228220020499,0.00358729074137342,0.05756747523061155,0.7106252135292108,0.13290058079945336,0.03279808677827127,0.26819268875982233,0.28402777777777777,0.22013888888888888,0.33993055555555557,0.1267361111111111,0.013541666666666667,0.007915862552416988
98,Meriwether,7241,4286.0,3244,5020,3362,5336,166,3112,5659,2973,5487,3116,5507,3057,5570,3111,5646,3160,5704,4,3158,5543,43,3888,5829,4034,5805,1301,2056,1249,2133,3351,5105,3276,4874,3499,5091,3607,4829,4005,6520,4285,6521,4133,6430,8064,12475,2267,5767,3192,5156,3802,5219,2548,3183,236,2801,3188,52,2554,3436,2473,3507,2503,3307,138,2801,3140,71,2564,3398,2452,3521,3557,4897,4330,4855,2868,3189,195,2722,3361,2784,3367,199,2479,3611,2585,3258,2606,2747,2540,2660,2427,3046,1971,2725,2138,2445,2141,2310,3084,1555,1718,2975,1791,2758,2004,2406,3788,7018,3295,7511,221.0,20613,16526,7874,0.6107346000242043,0.3467263705675905,0.004054217596514583,0.0030860462301827425,0.018092702408326274,0.7008350478034612,0.10329178264552825,0.03170761224736778,0.2556577514220017,0.3046736093472187,0.21856743713487428,0.35636271272542547,0.09626619253238507,0.007239014478028956,0.01588876247560378
99,Miller,2046,664.0,443,1493,510,1618,2,447,1670,403,1652,448,1631,451,1643,444,1672,462,1690,0,462,1654,0,630,1772,651,1804,110,583,114,579,464,1736,443,1709,502,1804,485,1731,871,1868,749,2065,687,2047,1309,3834,348,1797,504,1709,622,1891,322,1041,8,340,1063,0,327,1085,331,1081,313,1068,0,372,1028,0,322,1079,333,1086,633,1659,853,1904,841,971,14,558,1232,693,1169,4,512,1292,444,1039,481,901,506,713,899,504,412,634,408,590,426,549,586,431,315,709,262,754,352,612,766,2048,738,2076,5.0,6000,4749,2538,0.6883554432512108,0.2781638239629396,0.004843124868393346,0.0018951358180669614,0.019372499473573383,0.7365761212886923,0.17035165297957464,0.07369972625815961,0.26426616129711517,0.3337273443656422,0.13120567375886524,0.3116627265563436,0.18833727344365642,0.009062253743104806,0.008202705252192173
100,Mitchell,5096,3697.0,2798,3716,2953,3986,31,2773,4194,2653,4152,2754,4106,2778,4097,2809,4163,2829,4197,3,2808,4137,8,3438,4355,3569,4300,1141,1473,1202,1464,3106,4196,2914,4023,3244,4186,3213,4085,4430,4400,3994,4934,3831,4921,7473,9614,1911,4799,2977,4243,3493,4279,2254,2632,56,2369,2555,32,2257,2717,2237,2721,2235,2639,30,2365,2473,65,2290,2669,2254,2697,3696,4407,4081,4155,3799,1882,26,2806,2788,2970,2668,66,2504,2924,1801,2220,1865,1951,1993,1725,2637,1289,1983,1882,1903,1885,1978,1729,2444,1399,1588,2260,1555,2269,1846,1874,3856,5072,3657,5271,58.0,21755,17065,7950,0.49106358042777615,0.455024904775857,0.00527395253442719,0.001992382068561383,0.036038675651919136,0.7246410782302959,0.09903310870202169,0.03814825666569001,0.21453266920597713,0.31748427672955976,0.23572327044025157,0.3026415094339623,0.11169811320754718,0.013207547169811321,0.016400598276938294
101,Monroe,12843,4405.0,3608,9017,3737,9672,255,3326,10256,3150,9963,3332,10046,3313,9998,3327,10239,3315,10313,57,3429,9999,174,3837,10102,4056,10040,1721,5356,1812,5397,3292,9352,3339,8968,3518,9292,3554,9076,4121,11069,4387,11043,4209,10913,7860,21500,2144,9156,2968,8705,3573,8818,2298,5863,331,2601,5914,132,2471,6016,2300,6228,2314,5935,226,2596,5809,166,2422,6066,2310,6158,3567,8081,3789,8354,3072,5513,271,3145,5505,2979,5633,317,2596,6057,1608,3939,1756,3523,1730,3256,2563,2892,1842,3870,2018,3718,1982,3566,3305,2485,1528,4328,1576,4046,1794,3742,4022,11408,3621,11809,395.0,27957,21913,10211,0.7240907224022269,0.22370282480719209,0.009218272258476703,0.0015972253913202209,0.021174645187788072,0.7847396522612148,0.2544151873317209,0.11906174417012733,0.23269292200976588,0.18186269709137204,0.16031730486729998,0.31348545686024876,0.2530604250318284,0.08412496327489961,0.02725196442827607
102,Montgomery,3031,892.0,751,2286,742,2450,3,670,2498,632,2441,659,2463,654,2476,662,2499,670,2546,0,667,2475,5,844,2632,895,2630,351,1180,395,1158,773,2622,772,2635,821,2687,811,2586,899,2942,979,2960,931,2926,1745,5654,481,2589,676,2532,847,2670,587,1595,25,636,1612,14,588,1667,562,1678,589,1581,36,627,1595,28,607,1626,602,1650,922,2375,1135,2662,739,1627,28,742,1646,730,1707,60,593,1808,653,1657,805,1353,755,1203,1254,947,690,1106,688,1089,653,1035,989,810,560,1225,562,1192,622,1079,984,2955,938,3001,37.0,8610,6792,2839,0.6796230859835101,0.25618374558303886,0.0036808009422850414,0.0019140164899882214,0.05550647820965842,0.6808009422850412,0.14885159010600707,0.05977620730270907,0.2139281507656066,0.24092990489609017,0.25149700598802394,0.294469883761888,0.13314547375836563,0.04121169425854174,0.013785947940033528
103,Morgan,9406,3416.0,2650,6850,2762,7321,173,2382,7832,2329,7559,2517,7551,2411,7599,2415,7761,2473,7764,37,2518,7598,108,3009,7723,3128,7697,1103,3091,1109,3111,2453,6898,2523,6635,2674,6807,2616,6743,3060,8414,3354,8229,3151,8258,5961,16263,1660,6924,2215,6532,2662,6558,1648,4323,259,1888,4347,87,1645,4624,1644,4638,1635,4446,170,1876,4303,120,1724,4527,1566,4676,2344,5941,2752,6186,1906,4201,211,1861,4278,1806,4326,251,1610,4557,1065,2336,1106,2113,1061,1896,1123,2140,1178,2829,1334,2655,1254,2627,1969,2059,1037,3047,1067,2870,1198,2651,3179,8404,2939,8644,299.0,20097,15574,7430,0.7397585719789392,0.20444330294079877,0.005778862206241171,0.002825221523051239,0.027866957750096313,0.8183510979838192,0.2543983562347502,0.10960575317837422,0.2543341466546809,0.13458950201884254,0.180349932705249,0.3285329744279946,0.2808882907133244,0.06083445491251682,0.0223351619040845
104,Murray,14543,2292.0,1338,8894,1533,9736,190,1281,10101,1116,9827,1297,9908,1277,9921,1312,10025,1159,10290,61,1370,9909,96,1975,10830,2027,10966,339,2698,336,2706,1542,9278,1502,8978,1488,9512,1628,9122,2246,12526,2302,12942,2295,12493,4067,24138,1729,9323,1740,8922,1800,10341,1194,4345,345,1231,4620,199,1276,4645,1286,4635,1222,4416,251,1639,4168,244,1284,4587,1241,4682,2266,7533,2542,8444,1266,4200,283,1282,4182,1284,4295,297,1142,4331,1804,5049,2247,4093,2343,3573,1808,4816,1335,3862,1684,3363,2186,2754,2783,2268,1622,3493,1444,3470,1731,3091,2041,13203,1730,13514,589.0,39973,30210,14395,0.8551804038397881,0.006752730883813307,0.003641178417742469,0.012380006620324397,0.12234359483614697,0.6435948361469712,0.09040052962595167,0.02664680569347898,0.19089705395564383,0.19923584577978465,0.26550885724209794,0.3528308440430705,0.1460923931920806,0.03126085446335533,0.04480027436287404
105,Muscogee,30064,48263.0,35488,19432,36861,21496,877,34742,24049,33123,24095,34536,22935,34248,23050,34561,24037,35150,23925,271,34872,23232,675,43623,26987,45049,26473,13593,8455,13871,8358,36808,25292,35507,23672,38463,24348,37798,24229,49461,29556,49529,30049,47553,30226,91783,59611,25666,33400,33621,27939,39851,26976,22561,16733,1433,24249,16600,563,22985,17894,22891,17829,22601,17133,976,24192,16042,721,23054,17793,22726,17669,38707,33290,43480,27853,26175,17640,1951,25467,19742,26807,18431,1285,24740,20379,19328,16920,18762,14633,17979,14522,19010,15355,16640,16428,17100,15200,18942,13137,22734,9493,14310,18422,15165,17164,16625,14733,50387,29191,51265,28313,1702.0,206922,157052,80415,0.42554695260168607,0.4528882153681583,0.028003463820900083,0.0038585946056083334,0.06936556045131549,0.7656508672286886,0.23924560018337876,0.09540152306242518,0.18071084736265697,0.2567431449356463,0.24456879935335446,0.2963501834234906,0.1592488963501834,0.041186345831001676,0.3690146270477332
106,Newton,24179,33230.0,22357,15636,24349,17577,783,23278,19166,22458,18931,23265,18389,22903,18441,23274,19085,23530,19094,198,23437,18508,585,27684,20752,28324,20493,8097,8305,7944,8535,22632,19794,22267,18974,23412,19450,23101,19223,29751,23183,29793,23868,29220,23409,56871,46364,14147,23262,19850,20583,21943,20914,13321,13639,1114,14229,13649,508,13564,14576,13312,14799,13245,14100,738,14066,13605,530,13640,14452,13189,14778,19389,22400,21850,20981,13292,14059,806,12968,14399,13043,14188,989,12279,15036,6105,8065,5964,7167,5886,6722,6357,7109,7050,10006,7599,9291,7388,9159,9829,7139,6217,11164,6562,10094,7243,9216,30615,23046,31470,22191,1324.0,112483,84748,40136,0.4528720441780337,0.45619955633171283,0.009770142068249398,0.002808325860197291,0.05381837919478926,0.7666611601453721,0.187131259734743,0.07485722376929249,0.17388020956246755,0.1796890572055013,0.20438010763404424,0.34771775961730117,0.23046641419174807,0.03532987841339446,0.15862381155181507
107,Oconee,17453,8704.0,6599,13542,6987,14682,615,5552,16638,5281,16263,6238,15508,5714,15822,5682,16440,5783,16552,117,6064,15867,369,6751,16554,7496,16041,2900,6193,2998,6112,5368,14966,5854,14384,6015,14481,5847,14545,7192,17644,8163,16596,7466,17107,13535,34148,3344,15175,4423,14345,5581,13425,2832,9563,769,3747,9487,335,2844,10518,3001,10314,2875,9895,531,3740,9400,400,3149,10091,2773,10522,3480,12420,4420,13097,3179,8694,523,2930,9139,3072,8865,642,2741,9500,1410,3913,1359,3651,1285,3316,1590,3656,1932,5583,2213,5372,2123,5250,3165,4508,1690,6141,1696,5636,1939,5349,8590,16169,8986,15773,886.0,41799,30221,14350,0.8363058800172066,0.049733628933523046,0.04797988153932696,0.0016544786737698952,0.046490850732934054,0.8688660203169981,0.46739022533999536,0.24330763376460077,0.2126666887263823,0.06571428571428571,0.15017421602787456,0.2569337979094077,0.35560975609756096,0.16529616724738677,0.08754505641345713
108,Oglethorpe,6025,2491.0,1917,4339,1995,4638,152,1770,4953,1707,4737,1836,4725,1753,4784,1773,4924,1765,4997,15,1834,4793,98,2144,4998,2259,4958,895,1996,914,1982,1776,4569,1771,4422,1848,4569,1863,4468,2318,5587,2436,5593,2323,5500,4418,10763,1229,4764,1629,4502,1831,4625,1142,2695,210,1299,2725,81,1135,2950,1140,2933,1121,2797,147,1301,2669,115,1214,2842,1129,2927,1635,4019,1913,4250,1349,2708,160,1261,2821,1317,2743,202,1197,2937,948,1960,987,1698,956,1582,1021,1798,1040,1714,1038,1712,1055,1631,1519,1270,852,2005,869,1787,969,1691,2443,5586,2430,5599,253.0,14825,11639,5378,0.7644127502362746,0.15164533035484148,0.006529770598848699,0.003522639402010482,0.04562247615774551,0.7640690780994931,0.19460434745253027,0.07294441103187559,0.23352521694303635,0.22368910375604314,0.2149497954629974,0.3172182967645965,0.1976571216065452,0.03756043138713276,0.013036772051271229
