,County,Baseline_R,Baseline_D,2022_SSe_D,2022_SSe_R,2022_Sen_D,2022_Sen_R,2022_Sen_O,2022_Sup_D,2022_Sup_R,2022_Sos_D,2022_Sos_R,2022_LtG_D,2022_LtG_R,2022_Lab_D,2022_Lab_R,2022_Ins_D,2022_Ins_R,2022_Gov_D,2022_Gov_R,2022_Gov_O,2022_Ag_D,2022_Ag_R,2022_Ag_O,2021_Psc_D,2021_Psc_R,2021_Sen_D,2021_Sen_R,2018_SPs_D,2018_SPs_R,2018_SSo_D,2018_SSo_R,2018_Sup_D,2018_Sup_R,2018_LtG_D,2018_LtG_R,2018_Gov_D,2018_Gov_R,2018_Ag_D,2018_Ag_R,2020_Hou_D,2020_Hou_R,2020_Pre_D,2020_Pre_R,2020_Sen_D,2020_Sen_R,2020_Psc_D,2020_Psc_R,2016_Psc_D,2016_Psc_R,2016_Sen_D,2016_Sen_R,2016_Pre_D,2016_Pre_R,2014_Psc_D,2014_Psc_R,2014_Psc_O,2014_Sen_D,2014_Sen_R,2014_Sen_O,2014_Sos_D,2014_Sos_R,2014_LtG_D,2014_LtG_R,2014_Ins_D,2014_Ins_R,2014_Ins_O,2014_Gov_D,2014_Gov_R,2014_Gov_O,2014_Ag_D,2014_Ag_R,2014_Agr_D,2014_Agr_R,2012_Psc_D,2012_Psc_R,2012_Pre_D,2012_Pre_R,2010_Ag_D,2010_Ag_R,2010_Ag_O,2010_LtG_D,2010_LtG_R,2010_Gov_D,2010_Gov_R,2010_Gov_O,2010_Sen_D,2010_Sen_R,2008_Pre_D,2008_Pre_R,2008_Sen_D,2008_Sen_R,2008_Psc_D,2008_Psc_R,2008_Hou_D,2008_Hou_R,2006_Gov_D,2006_Gov_R,2006_LtG_D,2006_LtG_R,2006_Sos_D,2006_Sos_R,2006_Agr_D,2006_Agr_R,2006_Ins_D,2006_Ins_R,2006_Sup_D,2006_Sup_R,2006_Psc_D,2006_Psc_R,2024_Gue_D,2024_Gue_R,2028_Gue_D,2028_Gue_R,Baseline_O,Population 2020,VAP,Number of Households,Percent White VAP,Percent Black VAP,Percent Asian VAP,Percent Native VAP,Percent Latino VAP,Percent High School Attainment,Percent Bachelors Attainment,Percent Graduate Attainment,Percent Senior VAP,Percent Income <25k Households,Percent Income 25-50k Households,Percent Income 50-100k Households,Percent Income 100-200k Households,Percent Income >200k Households,Population Density (Per Square KM)
27,Cherokee,109415,45109.0,32140,71802,34986,80812,3833,29903,89225,28266,86192,31270,84999,29230,85910,29711,89158,29892,89321,1159,31320,85902,2390,35527,90872,38361,89480,9725,28750,9197,29384,25562,78998,27386,76233,28047,76699,27949,76761,39492,102279,42793,99586,39928,99383,72976,196151,21523,82502,20717,80165,25232,80649,11430,48719,5069,14115,51110,1788,12148,53658,11594,54585,11589,50706,3392,14321,50074,2323,12384,53452,11696,53670,17170,69197,19841,76513,11459,50202,3356,11114,51091,12046,49692,3634,9583,53241,8444,28526,8063,26103,7906,23938,7996,27842,7072,30291,8296,28812,7705,28611,14496,22278,6991,31828,6755,29222,7999,27466,48378,94001,54035,88344,6433.0,266620,202928,96094,0.7901965229046756,0.06453027674840338,0.020997595206181503,0.004563194827722147,0.10306611211858394,0.8218481431837893,0.3456201214223764,0.10432764330205788,0.18699243081289915,0.10661435677565717,0.14622140820446647,0.29874914146564824,0.33434969925281494,0.11314962432618061,0.24447250257428757
28,Clarke,13971,36697.0,27393,9742,28566,10810,800,25574,14016,25404,13609,27125,11791,26270,12147,26420,13169,26900,13091,281,27052,12198,677,31913,13736,33187,13009,13826,4780,14073,4641,28837,13485,29026,12619,30427,12365,29405,12938,34478,15819,36048,14446,34548,15078,66267,30248,16072,20006,25474,15530,29602,12716,14999,8558,1320,16786,8380,535,15232,9957,15380,9703,14980,9001,1017,16560,8369,606,15719,9239,14767,10126,21899,15619,25431,13815,16287,9019,1190,15530,10024,16013,9260,1661,15870,10494,11412,7564,9959,7553,9502,6448,10440,7734,10008,6946,10882,6184,10704,5973,11306,5182,8976,8585,9259,7384,10099,6228,35827,14667,35576,14918,1679.0,128671,106830,53397,0.6222690255546195,0.22010671159786577,0.041477113170457734,0.004062529252082748,0.09560048675465693,0.6193016942806328,0.32598521014696247,0.16347467939717308,0.13302443133951136,0.3014027005262468,0.2515309848867914,0.24829110249639494,0.15650691986441187,0.041762645841526676,0.4167076883217825
29,Clay,662,766.0,536,485,572,529,9,520,576,500,568,524,554,530,553,522,573,552,569,0,544,549,8,693,594,727,584,247,199,254,195,621,541,585,524,641,536,605,533,838,581,789,636,747,648,1450,1238,358,675,575,561,697,566,507,410,0,535,398,0,508,423,499,423,508,406,0,537,386,0,493,428,500,422,703,599,862,536,697,344,2,612,410,629,414,22,593,436,504,320,449,277,448,262,601,174,381,259,367,252,378,223,454,163,320,297,291,323,347,247,765,660,741,684,6.0,2848,2246,1265,0.43455031166518254,0.5382902938557436,0.0026714158504007124,0.0,0.008459483526268923,0.7595725734639359,0.1731967943009795,0.04942119323241318,0.346393588601959,0.3494071146245059,0.31462450592885377,0.2711462450592885,0.02766798418972332,0.0007905138339920949,0.005627435327964086
30,Clayton,15325,93731.0,65975,8043,73412,9449,1090,72007,11278,69750,12207,70855,10446,70508,10421,71808,11286,72400,11306,381,71382,10793,1291,90039,12110,91190,11764,25358,4703,25312,4885,78517,12175,76517,11013,81007,10887,78989,11512,95621,14450,95518,15834,93740,14862,184620,28780,52799,23411,69428,14940,78251,12668,50541,9845,1930,52898,9367,714,51273,11097,50501,11795,50230,10711,1367,51532,9912,880,51891,10480,49814,12020,71622,23478,81507,14187,49293,10305,1353,48558,11607,48848,10644,1877,47540,11935,30696,7560,28502,7043,28325,6230,25943,8566,28308,10377,29327,8855,31099,6997,32255,5845,24560,14277,26405,11589,28495,8846,92760,18592,89887,21465,2025.0,297595,220578,105545,0.11874710986589777,0.6967784638540562,0.04965590403394717,0.006156552330694811,0.12411935913826401,0.724650690458704,0.1725693405507349,0.058931534423197235,0.13047992093499805,0.20684068406840683,0.2746506229570325,0.3381496044341276,0.16123928182291913,0.017622814913070255,0.8111994286617711
31,Clinch,2191,678.0,463,1514,440,1629,17,400,1657,375,1609,398,1633,403,1633,401,1653,433,1668,0,412,1631,10,584,1811,616,1838,129,473,133,478,493,1676,473,1622,533,1718,525,1637,608,2060,748,2105,659,2082,1169,4095,357,1696,492,1549,686,1727,316,800,24,340,814,8,319,843,327,829,320,804,22,407,728,16,328,828,300,865,659,1412,852,1597,559,712,23,464,810,771,554,20,433,866,454,751,456,637,509,434,376,671,567,375,427,470,420,454,561,350,359,542,300,615,380,478,645,2208,530,2323,34.0,6749,5034,2426,0.6760031783869687,0.2701628923321414,0.0031783869686134287,0.003972983710766786,0.03098927294398093,0.6843464441795789,0.09316646801748113,0.02006356773937227,0.2018275725069527,0.36438582028029676,0.1537510305028854,0.3656224237427865,0.09109645507007419,0.00247320692497939,0.003197315941147405
32,Cobb,165765,217761.0,166345,112919,176385,125794,8472,160960,147429,152755,147716,163685,136609,156734,140270,158723,148577,161873,147698,2645,164104,139888,5800,194166,160904,203876,154714,62055,60751,61114,61988,157166,149351,162955,140904,168768,138852,164620,142961,216316,171700,221846,165458,210851,169658,399542,339118,105762,187212,133872,169270,160122,152912,78947,114821,13718,90658,118147,4716,82132,127672,80628,129213,79322,119780,10160,88349,118613,6113,81269,128858,79316,128865,116638,173883,133123,171722,74504,126475,8143,76405,123946,83403,115827,10237,69532,132859,66931,96703,60481,91874,59239,83975,57853,100065,47030,85649,54322,77500,51272,78718,70246,60442,44633,92427,44595,84342,49310,77974,235765,151539,249549,137755,13577.0,766149,591848,291879,0.532643516578581,0.2620385639556102,0.05590962544437085,0.005163487922574715,0.1258853624579284,0.8185057649937146,0.4333055108744137,0.15889214798394183,0.16207370811424554,0.10855868356407963,0.16385899636493204,0.299490542313767,0.2917201991236094,0.13587479743318293,0.870576377652128
33,Coffee,11184,4277.0,3148,7851,3216,8448,123,2939,8764,2828,8499,2947,8585,2922,8601,2959,8720,3021,8818,19,2988,8603,48,3933,9055,4083,9137,1268,3275,1350,3243,3432,8864,3242,8442,3630,8928,3520,8659,4244,10315,4511,10577,4281,10424,8184,20046,2326,9403,3494,8884,4094,9588,2415,5419,199,2657,5416,131,2503,5641,2473,5661,2456,5441,131,2754,5239,127,2567,5512,2517,5608,4387,8215,5057,9248,3124,4737,132,2703,5105,2722,5208,180,2328,5404,2426,4445,2589,3767,2593,3053,2210,4023,1932,3258,1809,3244,1891,2936,2582,2510,1532,3525,1506,3509,1767,3008,4238,10850,3956,11132,222.0,43092,32419,15006,0.6139609488263056,0.2756099818007958,0.007557296647027977,0.004781146858323823,0.10253246552947345,0.6787686233381659,0.12393966501125883,0.03883525093309479,0.18831549400043185,0.31887245101959216,0.2467013194722111,0.25922964147674266,0.14194322271091564,0.02072504331600693,0.02809174079873583
34,Colquitt,12300,4039.0,2790,8678,2966,9390,99,2673,9795,2522,9564,2637,9629,2624,9633,2677,9752,2684,9860,12,2713,9657,50,3542,10339,3727,10331,964,3660,1039,3642,2872,9748,2763,9381,3054,9830,3037,9540,3799,11824,4187,11778,3990,11645,7486,22762,2097,9979,2726,9617,3463,9897,1824,5821,135,2082,5800,100,1899,6004,1843,6034,1877,5855,79,2117,5577,159,1937,5941,1870,6053,3584,8790,3973,9243,3778,4902,155,2628,5923,2803,5828,285,2148,6445,1776,4731,1931,4247,2044,3672,2568,3635,2406,3757,2133,3913,2236,3645,3020,3107,1604,4564,1711,4312,2029,3774,4007,11958,3700,12265,225.0,45898,34193,16388,0.6266487292720733,0.210774135056883,0.008422776591700055,0.007984090310882345,0.15988652648202847,0.6695814932880999,0.12999736788231508,0.05583014067206738,0.20533442517474337,0.31163046131315597,0.2498779594825482,0.25799365389309253,0.13900414937759337,0.03008298755186722,0.03239528772715627
35,Columbia,52659,30479.0,21643,36331,22965,40172,1257,20640,43368,19451,42593,20724,41918,20062,42104,20464,43424,20617,43437,518,21113,42074,995,25213,46276,26544,45588,8085,17364,8640,16998,19588,43483,20068,41862,20846,42419,20643,42428,27005,52338,29236,50013,27759,50219,51484,100534,12318,47106,15801,42891,18887,43085,9340,28531,1695,10765,28656,741,9637,30135,9594,30215,9455,28978,1229,10404,28388,980,9597,30100,9575,29913,13890,41350,16451,41766,9529,26678,1015,8592,27687,9139,26597,1441,8129,28109,6617,19599,6442,17881,6475,17172,6691,18718,5363,18043,5822,17279,6085,16625,10407,12630,5029,18469,4988,18006,5638,16869,32085,47164,34947,44302,2141.0,156010,114823,48398,0.6770856013168094,0.17796957055642162,0.04846589968908668,0.003588131297736516,0.06405511090983514,0.8397969048013029,0.33895648084443014,0.13895299722181095,0.1873492244585144,0.10797966858134633,0.13903467085416754,0.3360676060994256,0.30674821273606345,0.10954998140419026,0.20757714456023077
36,Cook,5304,1946.0,1452,3689,1497,3944,52,1394,4117,1323,3994,1374,4025,1382,4047,1404,4088,1387,4138,4,1405,4035,23,1839,4310,1895,4310,569,1481,576,1478,1587,4138,1524,3995,1666,4115,1630,4059,1910,4918,2059,4900,1963,4864,3787,9567,1093,4328,1462,4045,1753,4176,1083,2316,81,1171,2320,31,1105,2425,1081,2430,1076,2350,41,1234,2221,34,1105,2409,1121,2411,1863,3839,2042,3934,1671,1901,43,1306,2198,1373,2190,67,1161,2363,1093,1755,1118,1515,1257,1236,980,1643,943,1285,923,1290,932,1218,1053,1180,772,1465,736,1465,898,1272,1984,4975,1830,5129,80.0,17229,12938,6082,0.6564383985159994,0.2695161539650642,0.005951460813108672,0.0036327098469624364,0.054413356005565,0.7031998763332818,0.14213943422476427,0.06260627608594838,0.21154737981140825,0.32209799408089446,0.2158829332456429,0.271127918447879,0.13909898059848733,0.03403485695494903,0.02911892806379156
